AtoB,BtoA,AtoG,GtoA,BtoC,CtoB,BtoE,EtoB,BtoG,GtoB,CtoD,DtoC,DtoE,EtoD,EtoF,FtoE,EtoG,GtoE,FtoG,GtoF,semmi,AB,AG,BC,BE,BG,CD,DE,EF,EG,FG
0.06243076354948972,0.02434177704099662,0.11934583331193462,0.20833050848961712,0.31672412771508457,0.04440817288338883,0.017527154039360365,0.27182051820495523,0.02006639584239221,0,0.37477515388184823,0.4679876119335366,0.3343578095831025,0.6331780208613217,0.18058950170843938,0.9049985390662769,0.15376830787466314,0,0.05456220061495398,0.13941222915432683,1,0,0,0,0,0,0,0,0,0,0
0,0,0.18177659686142433,0.23267228553061375,0.31672412771508457,0.04440817288338883,0,0.27182051820495523,0.04440817288338883,0.04490360951012935,0.37477515388184823,0.4679876119335366,0.3343578095831025,0.650705174900682,0.18058950170843938,0.9049985390662769,0.15376830787466314,0.017527154039360365,0.05456220061495398,0.13941222915432683,0,1,0,0,0,0,0,0,0,0,0
0.18177659686142433,0.23267228553061375,0,0,0.31672412771508457,0.04440817288338883,0.017527154039360365,0.42558882607961834,0.13941222915432683,0.05456220061495398,0.37477515388184823,0.4679876119335366,0.3343578095831025,0.6331780208613217,0.18058950170843938,0.9049985390662769,0,0,0.05456220061495398,0.13941222915432683,0,0,1,0,0,0,0,0,0,0,0
0.06243076354948972,0.02434177704099662,0.11934583331193462,0.20833050848961712,0,0,0.06243076354948972,0,0,0,0.41918332676523706,0.7847117396486212,0.37876598246649135,0.9499021485764063,0.20065589755083157,0.9049985390662769,0.15376830787466314,0,0.05456220061495398,0.11934583331193462,0,0,0,1,0,0,0,0,0,0,0
0.06243076354948972,0.02434177704099662,0.11934583331193462,0.20833050848961712,0.06243076354948973,0.04440817288338883,0,0,0.02006639584239221,0,0.39230230792120857,0.7398081301384918,0.3343578095831025,0.8874713850269166,0.18058950170843938,0.9049985390662769,0.15376830787466314,0,0.05456220061495398,0.13941222915432683,0,0,0,0,1,0,0,0,0,0,0
0.06243076354948972,0.02434177704099662,0.11934583331193462,0.20833050848961712,0.31672412771508457,0.02434177704099662,0.017527154039360365,0.27182051820495523,0,0,0.39484154972424046,0.4679876119335366,0.35442420542549474,0.6331780208613217,0.20065589755083157,0.9049985390662769,0.15376830787466314,0,0.05456220061495398,0.11934583331193462,0,0,0,0,0,1,0,0,0,0,0
0.06243076354948972,0.02434177704099662,0.11934583331193462,0.20833050848961712,0.7847117396486212,0.41918332676523706,0.39230230792120857,0.7398081301384918,0.02006639584239221,0,0,0,0.8023454215166391,1.0079531747431698,0.18058950170843938,0.9049985390662769,0.15376830787466314,0,0.05456220061495398,0.13941222915432683,0,0,0,0,0,0,1,0,0,0,0
0.06243076354948972,0.17811008491565977,0.11934583331193462,0.05456220061495398,0.9499021485764063,0.37876598246649135,0,0.7068818833184771,0.02006639584239221,0,1.00795317474317,0.8023454215166391,0,0,0.18058950170843938,0.9049985390662769,0,0,0.05456220061495398,0.13941222915432683,0,0,0,0,0,0,0,1,0,0,0
0.06243076354948972,0.02434177704099662,0.11934583331193462,0.20833050848961712,0.31672412771508457,0.04440817288338883,0.017527154039360365,0,0.02006639584239221,0.27182051820495523,0.37477515388184823,0.4679876119335366,0.3343578095831025,0.6331780208613217,0,0,0.3343578095831025,0.6156508668219614,0.9595607396812309,0.3200017308627662,0,0,0,0,0,0,0,0,1,0,0
0.06243076354948972,0.17811008491565977,0.11934583331193462,0.05456220061495398,0.31672412771508457,0.04440817288338883,0.017527154039360365,0.42558882607961834,0.02006639584239221,0,0.37477515388184823,0.4679876119335366,0.3343578095831025,0.6331780208613217,0.18058950170843938,0.9049985390662769,0,0,0.05456220061495398,0.13941222915432683,0,0,0,0,0,0,0,0,0,1,0
0.06243076354948972,0.02434177704099662,0.11934583331193462,0.20833050848961712,0.31672412771508457,0.04440817288338883,0.03759354988175258,0.27182051820495523,0,0,0.37477515388184823,0.4679876119335366,0.3343578095831025,0.6331780208613217,0.32000173086276623,0.9595607396812309,0.20833050848961712,0.11934583331193462,0,0,0,0,0,0,0,0,0,0,0,0,1
0.07760539518102824,0.0782300413414479,0.6069352951439411,0.6974705034442436,0.4016237135729773,0.3088416313112983,0.014036420462321536,0.3380547388542706,0.23061158996985043,0,0.43896942438707715,0.45236322278930013,0.32536724565401826,0.10504493991348882,0.09436015370211875,0.44309967876775946,0.2310070919518995,0,0.46646341149234405,0.8375468851137915,1,0,0,0,0,0,0,0,0,0,0
0,0,0.6845406903249693,0.7757005447856915,0.4016237135729773,0.3088416313112983,0,0.3380547388542706,0.3088416313112983,0.0635689747187067,0.43896942438707715,0.45236322278930013,0.32536724565401826,0.11908136037581035,0.09436015370211875,0.44309967876775946,0.2310070919518995,0.014036420462321536,0.46646341149234405,0.8375468851137915,0,1,0,0,0,0,0,0,0,0,0
0.6845406903249693,0.7757005447856915,0,0,0.4016237135729773,0.3088416313112983,0.014036420462321536,0.5690618308061701,0.8375468851137915,0.46646341149234405,0.43896942438707715,0.45236322278930013,0.32536724565401826,0.10504493991348882,0.09436015370211875,0.44309967876775946,0,0,0.46646341149234405,0.8375468851137915,0,0,1,0,0,0,0,0,0,0,0
0.07760539518102824,0.0782300413414479,0.6069352951439411,0.6974705034442436,0,0,0.07760539518102824,0,0,0,0.7478110556983755,0.8539869363622775,0.6342088769653166,0.5066686534864662,0.3249717436719692,0.44309967876775946,0.2310070919518995,0,0.46646341149234405,0.6069352951439411,0,0,0,1,0,0,0,0,0,0,0
0.07760539518102824,0.0782300413414479,0.6069352951439411,0.6974705034442436,0.07760539518102827,0.3088416313112983,0,0,0.23061158996985043,0,0.45300584484939865,0.7904179616435707,0.32536724565401826,0.4290632583054379,0.09436015370211875,0.44309967876775946,0.2310070919518995,0,0.46646341149234405,0.8375468851137915,0,0,0,0,1,0,0,0,0,0,0
0.07760539518102824,0.0782300413414479,0.6069352951439411,0.6974705034442436,0.4016237135729773,0.0782300413414479,0.014036420462321536,0.3380547388542706,0,0,0.6695810143569276,0.45236322278930013,0.5559788356238686,0.10504493991348882,0.3249717436719692,0.44309967876775946,0.2310070919518995,0,0.46646341149234405,0.6069352951439411,0,0,0,0,0,1,0,0,0,0,0
0.07760539518102824,0.0782300413414479,0.6069352951439411,0.6974705034442436,0.8539869363622774,0.7478110556983755,0.45300584484939865,0.7904179616435707,0.23061158996985043,0,0,0,0.7777304684433184,0.5440143643005659,0.09436015370211875,0.44309967876775946,0.2310070919518995,0,0.46646341149234405,0.8375468851137915,0,0,0,0,0,0,1,0,0,0,0
0.07760539518102824,0.3092371332933474,0.6069352951439411,0.46646341149234405,0.5066686534864662,0.6342088769653166,0,0.33470310460331915,0.23061158996985043,0,0.5440143643005659,0.7777304684433184,0,0,0.09436015370211875,0.44309967876775946,0,0,0.46646341149234405,0.8375468851137915,0,0,0,0,0,0,0,1,0,0,0
0.07760539518102824,0.0782300413414479,0.6069352951439411,0.6974705034442436,0.4016237135729773,0.3088416313112983,0.014036420462321536,0,0.23061158996985043,0.3380547388542706,0.43896942438707715,0.45236322278930013,0.32536724565401826,0.10504493991348882,0,0,0.32536724565401826,0.09100851945116728,0.9095630902601035,0.9319070388159103,0,0,0,0,0,0,0,0,1,0,0
0.07760539518102824,0.3092371332933474,0.6069352951439411,0.46646341149234405,0.4016237135729773,0.3088416313112983,0.014036420462321536,0.5690618308061701,0.23061158996985043,0,0.43896942438707715,0.45236322278930013,0.32536724565401826,0.10504493991348882,0.09436015370211875,0.44309967876775946,0,0,0.46646341149234405,0.8375468851137915,0,0,0,0,0,0,0,0,0,1,0
0.07760539518102824,0.0782300413414479,0.6069352951439411,0.6974705034442436,0.4016237135729773,0.3088416313112983,0.24464801043217196,0.3380547388542706,0,0,0.43896942438707715,0.45236322278930013,0.32536724565401826,0.10504493991348882,0.9319070388159103,0.9095630902601035,0.6974705034442436,0.6069352951439411,0,0,0,0,0,0,0,0,0,0,0,0,1
0.020395995769337368,0.06371842434971164,0.15283166988581853,0.5361320525956076,0.1449728641359728,0.580875989502833,0.008489427927218494,0.13306629629385391,0.5171575651531214,0,0.05688456325914087,0.49514570012050924,0.16791729610623768,0.05361638407709318,0.06062749303261519,0.1866826803709471,0.10728980307362249,0,0.4288422495219851,0.6699892350389399,1,0,0,0,0,0,0,0,0,0,0
0,0,0.1732276656551559,0.5998504769453192,0.1449728641359728,0.580875989502833,0,0.13306629629385391,0.580875989502833,0.011906567842118874,0.05688456325914087,0.49514570012050924,0.16791729610623768,0.06210581200431167,0.06062749303261519,0.1866826803709471,0.10728980307362249,0.008489427927218494,0.4288422495219851,0.6699892350389399,0,1,0,0,0,0,0,0,0,0,0
0.1732276656551559,0.5998504769453192,0,0,0.1449728641359728,0.580875989502833,0.008489427927218494,0.2403560993674764,0.6699892350389399,0.4288422495219851,0.05688456325914087,0.49514570012050924,0.16791729610623768,0.05361638407709318,0.06062749303261519,0.1866826803709471,0,0,0.4288422495219851,0.6699892350389399,0,0,1,0,0,0,0,0,0,0,0
0.020395995769337368,0.06371842434971164,0.15283166988581853,0.5361320525956076,0,0,0.020395995769337368,0,0,0,0.6377605527619739,0.6401185642564821,0.7487932856090707,0.19858924821306598,0.5777850581857366,0.1866826803709471,0.10728980307362249,0,0.4288422495219851,0.15283166988581853,0,0,0,1,0,0,0,0,0,0,0
0.020395995769337368,0.06371842434971164,0.15283166988581853,0.5361320525956076,0.02039599576933737,0.580875989502833,0,0,0.5171575651531214,0,0.06537399118635936,0.6282119964143631,0.16791729610623768,0.1781932524437286,0.06062749303261519,0.1866826803709471,0.10728980307362249,0,0.4288422495219851,0.6699892350389399,0,0,0,0,1,0,0,0,0,0,0
0.020395995769337368,0.06371842434971164,0.15283166988581853,0.5361320525956076,0.1449728641359728,0.06371842434971164,0.008489427927218494,0.13306629629385391,0,0,0.5740421284122622,0.49514570012050924,0.6850748612593591,0.05361638407709318,0.5777850581857366,0.1866826803709471,0.10728980307362249,0,0.4288422495219851,0.15283166988581853,0,0,0,0,0,1,0,0,0,0,0
0.020395995769337368,0.06371842434971164,0.15283166988581853,0.5361320525956076,0.6401185642564821,0.6377605527619739,0.06537399118635936,0.6282119964143631,0.5171575651531214,0,0,0,0.6630629962267469,0.11050094733623406,0.06062749303261519,0.1866826803709471,0.10728980307362249,0,0.4288422495219851,0.6699892350389399,0,0,0,0,0,0,1,0,0,0,0
0.020395995769337368,0.17100822742333413,0.15283166988581853,0.42884224952198513,0.19858924821306598,0.7487932856090707,0,0.11756575941111341,0.5171575651531214,0,0.11050094733623406,0.6630629962267469,0,0,0.06062749303261519,0.1866826803709471,0,0,0.4288422495219851,0.6699892350389399,0,0,0,0,0,0,0,1,0,0,0
0.020395995769337368,0.06371842434971164,0.15283166988581853,0.5361320525956076,0.1449728641359728,0.580875989502833,0.008489427927218494,0,0.5171575651531214,0.13306629629385391,0.05688456325914087,0.49514570012050924,0.16791729610623768,0.05361638407709318,0,0,0.16791729610623768,0.04512695614987469,0.6155249298929322,0.7306167280715551,0,0,0,0,0,0,0,0,1,0,0
0.020395995769337368,0.17100822742333413,0.15283166988581853,0.42884224952198513,0.1449728641359728,0.580875989502833,0.008489427927218494,0.2403560993674764,0.5171575651531214,0,0.05688456325914087,0.49514570012050924,0.16791729610623768,0.05361638407709318,0.06062749303261519,0.1866826803709471,0,0,0.4288422495219851,0.6699892350389399,0,0,0,0,0,0,0,0,0,1,0
0.020395995769337368,0.06371842434971164,0.15283166988581853,0.5361320525956076,0.1449728641359728,0.580875989502833,0.5256469930803399,0.13306629629385391,0,0,0.05688456325914087,0.49514570012050924,0.16791729610623768,0.05361638407709318,0.7306167280715551,0.6155249298929322,0.5361320525956076,0.15283166988581853,0,0,0,0,0,0,0,0,0,0,0,0,1
0.19475867388757379,0.09423627824195266,0.06343024500984401,0.05008849726388905,0.026808654178192518,0.3265733886069194,0.08398183207688137,-0.0839681876324999,0.23233711036496676,0,0.598363501753897,0.2793186845269359,0.12621433621259776,0.08500843930098329,0.07857502554957353,0.0010402516684833913,0.04763931066302422,0,0.0024491866008648304,0.2957673553748108,1,0,0,0,0,0,0,0,0,0,0
0,0,0.2581889188974178,0.14432477550584172,0.026808654178192518,0.3265733886069194,0,-0.0839681876324999,0.3265733886069194,0.11077684181069242,0.598363501753897,0.2793186845269359,0.12621433621259776,0.16899027137786465,0.07857502554957353,0.0010402516684833913,0.04763931066302422,0.08398183207688137,0.0024491866008648304,0.2957673553748108,0,1,0,0,0,0,0,0,0,0,0
0.2581889188974178,0.1443247755058417,0,0,0.026808654178192518,0.3265733886069194,0.08398183207688137,-0.036328876969475676,0.2957673553748108,0.0024491866008648304,0.598363501753897,0.2793186845269359,0.12621433621259776,0.08500843930098329,0.07857502554957353,0.0010402516684833913,0,0,0.0024491866008648304,0.2957673553748108,0,0,1,0,0,0,0,0,0,0,0
0.19475867388757379,0.09423627824195266,0.06343024500984401,0.05008849726388905,0,0,0.19475867388757379,0,0,0,0.9249368903608164,0.3061273387051284,0.4527877248195172,0.1118170934791758,0.3109121359145403,0.0010402516684833913,0.04763931066302422,0,0.0024491866008648304,0.06343024500984404,0,0,0,1,0,0,0,0,0,0,0
0.19475867388757379,0.09423627824195266,0.06343024500984401,0.05008849726388905,0.19475867388757379,0.3265733886069194,0,0,0.23233711036496676,0,0.6823453338307783,0.195350496894436,0.12621433621259776,-0.08294158040839798,0.07857502554957353,0.0010402516684833913,0.04763931066302422,0,0.0024491866008648304,0.2957673553748108,0,0,0,0,1,0,0,0,0,0,0
0.19475867388757379,0.09423627824195266,0.06343024500984401,0.05008849726388905,0.026808654178192518,0.09423627824195266,0.08398183207688137,-0.0839681876324999,0,0,0.8307006121188637,0.2793186845269359,0.35855144657756455,0.08500843930098329,0.3109121359145403,0.0010402516684833913,0.04763931066302422,0,0.0024491866008648304,0.06343024500984404,0,0,0,0,0,1,0,0,0,0,0
0.19475867388757379,0.09423627824195266,0.06343024500984401,0.05008849726388905,0.3061273387051284,0.9249368903608164,0.6823453338307783,0.195350496894436,0.23233711036496676,0,0,0,0.4055330207395337,0.6833719410548802,0.07857502554957353,0.0010402516684833913,0.04763931066302422,0,0.0024491866008648304,0.2957673553748108,0,0,0,0,0,0,1,0,0,0,0
0.19475867388757379,0.14187558890497687,0.06343024500984401,0.002449186600864829,0.11181709347917579,0.4527877248195172,0,-0.16151660595797152,0.23233711036496676,0,0.6833719410548802,0.4055330207395337,0,0,0.07857502554957353,0.0010402516684833913,0,0,0.0024491866008648304,0.2957673553748108,0,0,0,0,0,0,0,1,0,0,0
0.19475867388757379,0.09423627824195266,0.06343024500984401,0.05008849726388905,0.026808654178192518,0.3265733886069194,0.08398183207688137,0,0.23233711036496676,-0.0839681876324999,0.598363501753897,0.2793186845269359,0.12621433621259776,0.08500843930098329,0,0,0.12621433621259776,0.0010266072241019164,0.0034894382693482218,0.3743423809243843,0,0,0,0,0,0,0,0,1,0,0
0.19475867388757379,0.14187558890497687,0.06343024500984401,0.002449186600864829,0.026808654178192518,0.3265733886069194,0.08398183207688137,-0.036328876969475676,0.23233711036496676,0,0.598363501753897,0.2793186845269359,0.12621433621259776,0.08500843930098329,0.07857502554957353,0.0010402516684833913,0,0,0.0024491866008648304,0.2957673553748108,0,0,0,0,0,0,0,0,0,1,0
0.19475867388757379,0.09423627824195266,0.06343024500984401,0.05008849726388905,0.026808654178192518,0.3265733886069194,0.3163189424418481,-0.0839681876324999,0,0,0.598363501753897,0.2793186845269359,0.12621433621259776,0.08500843930098329,0.3743423809243843,0.0034894382693482218,0.05008849726388905,0.06343024500984401,0,0,0,0,0,0,0,0,0,0,0,0,1
0.09405139350188428,0.05727952799922854,0.7495002128068866,0.21139551298969397,0.311866156515705,0.11121683547584629,0.011673884612116686,0.2294886476259374,0.053937307476617756,0,0.11753772299612317,0.006507145081993548,0.026788594593018987,0.24748921676347863,0.0003869070045803975,0.47697786438941603,0.02640168758843859,0,0.1849938254012554,0.8034375202835043,1,0,0,0,0,0,0,0,0,0,0
0,0,0.8435516063087709,0.26867504098892253,0.311866156515705,0.11121683547584629,0,0.2294886476259374,0.11121683547584629,0.0823775088897676,0.11753772299612317,0.006507145081993548,0.026788594593018987,0.2591631013755953,0.0003869070045803975,0.47697786438941603,0.02640168758843859,0.011673884612116686,0.1849938254012554,0.8034375202835043,0,1,0,0,0,0,0,0,0,0,0
0.8435516063087709,0.26867504098892253,0,0,0.311866156515705,0.11121683547584629,0.011673884612116686,0.255890335214376,0.8034375202835043,0.1849938254012554,0.11753772299612317,0.006507145081993548,0.026788594593018987,0.24748921676347863,0.0003869070045803975,0.47697786438941603,0,0,0.1849938254012554,0.8034375202835043,0,0,1,0,0,0,0,0,0,0,0
0.09405139350188428,0.05727952799922854,0.7495002128068866,0.21139551298969397,0,0,0.09405139350188428,0,0,0,0.22875455847196946,0.31837330159769855,0.1380054300688653,0.5593553732791836,0.05432421448119815,0.47697786438941603,0.02640168758843859,0,0.1849938254012554,0.7495002128068866,0,0,0,1,0,0,0,0,0,0,0
0.09405139350188428,0.05727952799922854,0.7495002128068866,0.21139551298969397,0.09405139350188424,0.11121683547584629,0,0,0.053937307476617756,0,0.12921160760823985,0.23599579270793095,0.026788594593018987,0.4653039797772993,0.0003869070045803975,0.47697786438941603,0.02640168758843859,0,0.1849938254012554,0.8034375202835043,0,0,0,0,1,0,0,0,0,0,0
0.09405139350188428,0.05727952799922854,0.7495002128068866,0.21139551298969397,0.311866156515705,0.05727952799922854,0.011673884612116686,0.2294886476259374,0,0,0.17147503047274093,0.006507145081993548,0.08072590206963674,0.24748921676347863,0.05432421448119815,0.47697786438941603,0.02640168758843859,0,0.1849938254012554,0.7495002128068866,0,0,0,0,0,1,0,0,0,0,0
0.09405139350188428,0.05727952799922854,0.7495002128068866,0.21139551298969397,0.31837330159769855,0.22875455847196946,0.12921160760823985,0.23599579270793095,0.053937307476617756,0,0,0,0.03329573967501254,0.36502693975960177,0.0003869070045803975,0.47697786438941603,0.02640168758843859,0,0.1849938254012554,0.8034375202835043,0,0,0,0,0,0,1,0,0,0,0
0.09405139350188428,0.08368121558766713,0.7495002128068866,0.1849938254012554,0.5593553732791836,0.1380054300688653,0,0.46491707277271893,0.053937307476617756,0,0.36502693975960177,0.03329573967501254,0,0,0.0003869070045803975,0.47697786438941603,0,0,0.1849938254012554,0.8034375202835043,0,0,0,0,0,0,0,1,0,0,0
0.09405139350188428,0.05727952799922854,0.7495002128068866,0.21139551298969397,0.311866156515705,0.11121683547584629,0.011673884612116686,0,0.053937307476617756,0.2294886476259374,0.11753772299612317,0.006507145081993548,0.026788594593018987,0.24748921676347863,0,0,0.026788594593018987,0.23581533215136194,0.6619716897906714,0.8038244272880848,0,0,0,0,0,0,0,0,1,0,0
0.09405139350188428,0.08368121558766713,0.7495002128068866,0.1849938254012554,0.311866156515705,0.11121683547584629,0.011673884612116686,0.255890335214376,0.053937307476617756,0,0.11753772299612317,0.006507145081993548,0.026788594593018987,0.24748921676347863,0.0003869070045803975,0.47697786438941603,0,0,0.1849938254012554,0.8034375202835043,0,0,0,0,0,0,0,0,0,1,0
0.09405139350188428,0.05727952799922854,0.7495002128068866,0.21139551298969397,0.311866156515705,0.11121683547584629,0.06561119208873445,0.2294886476259374,0,0,0.11753772299612317,0.006507145081993548,0.026788594593018987,0.24748921676347863,0.8038244272880848,0.6619716897906714,0.21139551298969397,0.7495002128068866,0,0,0,0,0,0,0,0,0,0,0,0,1
0.19822529215701842,0.12376362517570487,0.05923593910404104,0.5367767654630686,-0.03470837013047612,0.23672419837094244,0.12492579050611205,-0.10800787178138249,0.11296057319523757,0,0.48852279240340774,0.10293273479944239,0.20953174439582362,0.5415019386353422,0.03313119336629856,0.43349406685395975,0.17640055102952507,0,0.3603762144335436,0.17219651229927863,1,0,0,0,0,0,0,0,0,0,0
