AtoG,GtoA,BtoC,CtoB,BtoE,EtoB,BtoG,GtoB,DtoE,EtoD,EtoF,FtoE,semmi,AB,AG,BC,BE,BG,CD,DE,EF,EG,FG
0.14125737808258593,0.8872513194446716,0.12651192532822483,0.8679187436421396,0,-0.20860276178917392,0.022443820669413264,0,0,0,0.2628491007976394,0.09588880973864244,0,0,0,0,0,0,0,1,0,0,0
0.14125737808258593,1.4623174390825873,0.05414664215979322,0.030003523206584504,0.04164247073017698,0,0.022443820669413264,0.023523526570210812,0.8379152204355551,0.07236528316843163,0,0,0,0,0,0,0,0,0,0,1,0,0
0.14125737808258593,0.8872513194446716,0.05414664215979322,0.030003523206584504,0.04164247073017698,0.5985896462081265,0.022443820669413264,0,0.8379152204355551,0.07236528316843163,0.2628491007976394,0.09588880973864244,0,0,0,0,0,0,0,0,0,1,0
0.14125737808258593,1.4623174390825873,0.05414664215979322,0.030003523206584504,0.06408629139959024,0.023523526570210812,0,0,0.8379152204355551,0.07236528316843163,0.4265502995496386,0.9831401291833141,0,0,0,0,0,0,0,0,0,0,1
0.48298477590294775,0.00421158937891326,-0.011841094945141108,0.07335925466000323,0.12794068420108115,-0.05679003147684572,0.01807648919588442,0,0.00285625383760435,0.22455213385406586,0.0026079083712282755,0.16776210237722014,1,0,0,0,0,0,0,0,0,0,0
0.6558743966357335,0.059494354843032074,-0.011841094945141108,0.07335925466000323,0,-0.05679003147684572,0.07335925466000323,0.04494893653170462,0.00285625383760435,0.352492818055147,0.0026079083712282755,0.16776210237722014,0,1,0,0,0,0,0,0,0,0,0
0,0,-0.011841094945141108,0.07335925466000323,0.12794068420108115,-0.05654168601046965,0.5010612650988322,0.0039632439125371855,0.00285625383760435,0.22455213385406586,0.0026079083712282755,0.16776210237722014,0,0,1,0,0,0,0,0,0,0,0
0.48298477590294775,0.00421158937891326,0,0,0.17288962073278577,0,0,0,0.07621550849760758,0.21271103890892476,0.020684397567112697,0.16776210237722014,0,0,0,1,0,0,0,0,0,0,0
0.48298477590294775,0.00421158937891326,0.17288962073278577,0.07335925466000323,0,0,0.01807648919588442,0,0.00285625383760435,0.03982141817613899,0.0026079083712282755,0.16776210237722014,0,0,0,0,1,0,0,0,0,0,0
0.48298477590294775,0.00421158937891326,-0.011841094945141108,0.05528276546411881,0.12794068420108115,-0.05679003147684572,0,0,0.02093274303348877,0.22455213385406586,0.020684397567112697,0.16776210237722014,0,0,0,0,0,1,0,0,0,0,0
0.48298477590294775,0.00421158937891326,0.7483536471237545,0.12316997416432829,0.1777514037054062,0.7034047105920499,0.01807648919588442,0,0.7630509959064999,0.27436285335839095,0.0026079083712282755,0.16776210237722014,0,0,0,0,0,0,1,0,0,0,0
0.48298477590294775,0.0039632439125371855,0.21271103890892476,0.07621550849760758,0,0.03721350980491073,0.01807648919588442,0,0,0,0.0026079083712282755,0.16776210237722014,0,0,0,0,0,0,0,1,0,0,0
0.48298477590294775,0.00421158937891326,-0.011841094945141108,0.07335925466000323,0.12794068420108115,0,0.01807648919588442,-0.05679003147684572,0.00285625383760435,0.22455213385406586,0,0,0,0,0,0,0,0,0,0,1,0,0
0.48298477590294775,0.0039632439125371855,-0.011841094945141108,0.07335925466000323,0.12794068420108115,-0.05654168601046965,0.01807648919588442,0,0.00285625383760435,0.22455213385406586,0.0026079083712282755,0.16776210237722014,0,0,0,0,0,0,0,0,0,1,0
0.48298477590294775,0.00421158937891326,-0.011841094945141108,0.07335925466000323,0.14601717339696557,-0.05679003147684572,0,0,0.00285625383760435,0.22455213385406586,0.5036691734700605,0.17172534628975733,0,0,0,0,0,0,0,0,0,0,1
0.03869058928721974,0.4942815719993698,0.12222178823527285,0.09539848596498979,0.02093836297275664,0.09303102627031107,0.0063804708295598506,0,0.0443205539926704,0.052626805183555996,0.044182834141540846,0.14565783145386707,1,0,0,0,0,0,0,0,0,0,0
0.08881971422493817,0.5832995871347997,0.12222178823527285,0.09539848596498979,0,0.09303102627031107,0.09539848596498979,0.029190761964961794,0.0443205539926704,0.07356516815631264,0.044182834141540846,0.14565783145386707,0,1,0,0,0,0,0,0,0,0,0
0,0,0.12222178823527285,0.09539848596498979,0.02093836297275664,0.09316874612144063,0.04507106011677959,0.49414385214824025,0.0443205539926704,0.052626805183555996,0.044182834141540846,0.14565783145386707,0,0,1,0,0,0,0,0,0,0,0
0.03869058928721974,0.4942815719993698,0,0,0.050129124937718435,0,0,0,0.13971903995766016,0.17484859341882886,0.050563304971100696,0.14565783145386707,0,0,0,1,0,0,0,0,0,0,0
0.03869058928721974,0.4942815719993698,0.05012912493771843,0.09539848596498979,0,0,0.0063804708295598506,0,0.0443205539926704,0.12471946848111043,0.044182834141540846,0.14565783145386707,0,0,0,0,1,0,0,0,0,0,0
0.03869058928721974,0.4942815719993698,0.12222178823527285,0.08901801513542994,0.02093836297275664,0.09303102627031107,0,0,0.05070102482223025,0.052626805183555996,0.050563304971100696,0.14565783145386707,0,0,0,0,0,1,0,0,0,0,0
0.03869058928721974,0.4942815719993698,0.24797399538304135,0.10884352902222783,0.03438340602999468,0.21878323341807956,0.0063804708295598506,0,0.1700727611404389,0.06607184824079404,0.044182834141540846,0.14565783145386707,0,0,0,0,0,0,1,0,0,0,0
0.03869058928721974,0.49414385214824025,0.17484859341882886,0.1397190399576602,0,0.08053663433956959,0.0063804708295598506,0,0,0,0.044182834141540846,0.14565783145386707,0,0,0,0,0,0,0,1,0,0,0
0.03869058928721974,0.4942815719993698,0.12222178823527285,0.09539848596498979,0.02093836297275664,0,0.0063804708295598506,0.09303102627031107,0.0443205539926704,0.052626805183555996,0,0,0,0,0,0,0,0,0,0,1,0,0
0.03869058928721974,0.49414385214824025,0.12222178823527285,0.09539848596498979,0.02093836297275664,0.09316874612144063,0.0063804708295598506,0,0.0443205539926704,0.052626805183555996,0.044182834141540846,0.14565783145386707,0,0,0,0,0,0,0,0,0,1,0
0.03869058928721974,0.4942815719993698,0.12222178823527285,0.09539848596498979,0.02731883380231649,0.09303102627031107,0,0,0.0443205539926704,0.052626805183555996,0.08925389425832043,0.6398016836021073,0,0,0,0,0,0,0,0,0,0,1
0.25188675764092106,0.38894582661942667,0.1867195447878981,0.13085157974046263,0.06911334044999148,-0.00955956167355157,0.034138195739291693,0,0.007152965698930404,0.23029348988960638,0.002523926329489334,0.2207339282160548,1,0,0,0,0,0,0,0,0,0,0
0.5172792045523622,0.4856592106205976,0.1867195447878981,0.13085157974046263,0,-0.00955956167355157,0.13085157974046263,0.19627910646144966,0.007152965698930404,0.29940683033959786,0.002523926329489334,0.2207339282160548,0,1,0,0,0,0,0,0,0,0,0
0,0,0.1867195447878981,0.13085157974046263,0.06911334044999148,-0.0049305223041105,0.2860249533802127,0.3843167872499856,0.007152965698930404,0.23029348988960638,0.002523926329489334,0.2207339282160548,0,0,1,0,0,0,0,0,0,0,0
0.25188675764092106,0.38894582661942667,0,0,0.26539244691144115,0,0,0,0.13800454543939303,0.4170130346775045,0.03666212206878103,0.2207339282160548,0,0,0,1,0,0,0,0,0,0,0
0.25188675764092106,0.38894582661942667,0.26539244691144115,0.13085157974046263,0,0,0.034138195739291693,0,0.007152965698930404,0.15162058776606332,0.002523926329489334,0.2207339282160548,0,0,0,0,1,0,0,0,0,0,0
0.25188675764092106,0.38894582661942667,0.1867195447878981,0.09671338400117094,0.06911334044999148,-0.00955956167355157,0,0,0.0412911614382221,0.23029348988960638,0.03666212206878103,0.2207339282160548,0,0,0,0,0,1,0,0,0,0,0
0.25188675764092106,0.38894582661942667,0.2184938601815243,0.4609518009360625,0.3992135616455913,0.022214753720074636,0.034138195739291693,0,0.03892728109255661,0.5603937110852062,0.002523926329489334,0.2207339282160548,0,0,0,0,0,0,1,0,0,0,0
0.25188675764092106,0.3843167872499856,0.41701303467750445,0.13800454543939303,0,0.149096661436574,0.034138195739291693,0,0,0,0.002523926329489334,0.2207339282160548,0,0,0,0,0,0,0,1,0,0,0
0.25188675764092106,0.38894582661942667,0.1867195447878981,0.13085157974046263,0.06911334044999148,0,0.034138195739291693,-0.00955956167355157,0.007152965698930404,0.23029348988960638,0,0,0,0,0,0,0,0,0,0,1,0,0
0.25188675764092106,0.3843167872499856,0.1867195447878981,0.13085157974046263,0.06911334044999148,-0.0049305223041105,0.034138195739291693,0,0.007152965698930404,0.23029348988960638,0.002523926329489334,0.2207339282160548,0,0,0,0,0,0,0,0,0,1,0
0.25188675764092106,0.38894582661942667,0.1867195447878981,0.13085157974046263,0.10325153618928318,-0.00955956167355157,0,0,0.007152965698930404,0.23029348988960638,0.2885488797097021,0.6050507154660404,0,0,0,0,0,0,0,0,0,0,1
0.017379793490562623,0.5651651916119438,0.15454566735245007,0.2640510380682406,0.11075125444293718,-0.008724148699786743,0.08894008526985758,0,0.00445402752723866,0.11589202791857042,4.7014962267900596e-05,0.10716787921878368,1,0,0,0,0,0,0,0,0,0,0
0.2914008639857366,0.7402761444103267,0.15454566735245007,0.2640510380682406,0,-0.008724148699786743,0.2640510380682406,0.1632698160522368,0.00445402752723866,0.2266432823615076,4.7014962267900596e-05,0.10716787921878368,0,1,0,0,0,0,0,0,0,0,0
0,0,0.15454566735245007,0.2640510380682406,0.11075125444293718,-0.004317136134815984,0.1063198787604202,0.560758179046973,0.00445402752723866,0.11589202791857042,4.7014962267900596e-05,0.10716787921878368,0,0,1,0,0,0,0,0,0,0,0
0.017379793490562623,0.5651651916119438,0,0,0.274021070495174,0,0,0,0.26850506559547926,0.27043769527102046,0.08898710023212549,0.10716787921878368,0,0,0,1,0,0,0,0,0,0,0
0.017379793490562623,0.5651651916119438,0.274021070495174,0.2640510380682406,0,0,0.08894008526985758,0,0.00445402752723866,-0.003583375224153501,4.7014962267900596e-05,0.10716787921878368,0,0,0,0,1,0,0,0,0,0,0
0.017379793490562623,0.5651651916119438,0.15454566735245007,0.175110952798383,0.11075125444293718,-0.008724148699786743,0,0,0.09339411279709624,0.11589202791857042,0.08898710023212549,0.10716787921878368,0,0,0,0,0,1,0,0,0,0,0
0.017379793490562623,0.5651651916119438,0.16053970977041426,0.8456466995423544,0.692346915917051,-0.0027301062818225388,0.08894008526985758,0,0.010448069945202865,0.6974876893926842,4.7014962267900596e-05,0.10716787921878368,0,0,0,0,0,0,1,0,0,0,0
0.017379793490562623,0.560758179046973,0.2704376952710205,0.26850506559547926,0,-0.0036303901864214033,0.08894008526985758,0,0,0,4.7014962267900596e-05,0.10716787921878368,0,0,0,0,0,0,0,1,0,0,0
0.017379793490562623,0.5651651916119438,0.15454566735245007,0.2640510380682406,0.11075125444293718,0,0.08894008526985758,-0.008724148699786743,0.00445402752723866,0.11589202791857042,0,0,0,0,0,0,0,0,0,0,1,0,0
0.017379793490562623,0.560758179046973,0.15454566735245007,0.2640510380682406,0.11075125444293718,-0.004317136134815984,0.08894008526985758,0,0.00445402752723866,0.11589202791857042,4.7014962267900596e-05,0.10716787921878368,0,0,0,0,0,0,0,0,0,1,0
0.017379793490562623,0.5651651916119438,0.15454566735245007,0.2640510380682406,0.19969133971279476,-0.008724148699786743,0,0,0.00445402752723866,0.11589202791857042,0.10636689372268811,0.6679260582657567,0,0,0,0,0,0,0,0,0,0,1
0.0002889323548113526,0.18957031348881587,0.1210068114184238,0.008446180990056791,0.018537929525003168,0.10920736803397785,0.0005920835210794263,0,0.047773705492100776,0.46978296247672785,0.0018948496568064305,0.5789903305107057,1,0,0,0,0,0,0,0,0,0,0
0.030626305264260467,0.19742441095779323,0.1210068114184238,0.008446180990056791,0,0.10920736803397785,0.008446180990056791,0.011799443384445947,0.047773705492100776,0.488320892001731,0.0018948496568064305,0.5789903305107057,0,1,0,0,0,0,0,0,0,0,0
0,0,0.1210068114184238,0.008446180990056791,0.018537929525003168,0.15508622386927218,0.0008810158758907789,0.1436914576535215,0.047773705492100776,0.46978296247672785,0.0018948496568064305,0.5789903305107057,0,0,1,0,0,0,0,0,0,0,0
0.0002889323548113526,0.18957031348881587,0,0,0.030337372909449115,0,0,0,0.05621988648215756,0.5907897738951516,0.002486933177885857,0.5789903305107057,0,0,0,1,0,0,0,0,0,0,0
0.0002889323548113526,0.18957031348881587,0.03033737290944913,0.008446180990056791,0,0,0.0005920835210794263,0,0.047773705492100776,0.5604524009857026,0.0018948496568064305,0.5789903305107057,0,0,0,0,1,0,0,0,0,0,0
0.0002889323548113526,0.18957031348881587,0.1210068114184238,0.007854097468977365,0.018537929525003168,0.10920736803397785,0,0,0.0483657890131802,0.46978296247672785,0.002486933177885857,0.5789903305107057,0,0,0,0,0,1,0,0,0,0,0
0.0002889323548113526,0.18957031348881587,0.30151741746798877,0.06450774346906751,0.07459949200401389,0.28971797408354283,0.0005920835210794263,0,0.22828431154166573,0.5258445249557385,0.0018948496568064305,0.5789903305107057,0,0,0,0,0,0,1,0,0,0,0
0.0002889323548113526,0.14369145765352154,0.5907897738951516,0.05621988648215757,0,0.5585575513288961,0.0005920835210794263,0,0,0,0.0018948496568064305,0.5789903305107057,0,0,0,0,0,0,0,1,0,0,0
0.0002889323548113526,0.18957031348881587,0.1210068114184238,0.008446180990056791,0.018537929525003168,0,0.0005920835210794263,0.10920736803397785,0.047773705492100776,0.46978296247672785,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0002889323548113526,0.14369145765352154,0.1210068114184238,0.008446180990056791,0.018537929525003168,0.15508622386927218,0.0005920835210794263,0,0.047773705492100776,0.46978296247672785,0.0018948496568064305,0.5789903305107057,0,0,0,0,0,0,0,0,0,1,0
0.0002889323548113526,0.18957031348881587,0.1210068114184238,0.008446180990056791,0.019130013046082594,0.10920736803397785,0,0,0.047773705492100776,0.46978296247672785,0.0027758655326972095,0.7226817881642272,0,0,0,0,0,0,0,0,0,0,1
0.6255780498920555,0.22596712417256698,-0.00788985874406396,0.30061615328275926,0.05935624112018416,-0.037970179515838295,0.25545797914792134,0,0.23206747629754332,0.08200419455900818,0.051288340940255285,0.04403401504316988,1,0,0,0,0,0,0,0,0,0,0
0.7150146117840139,0.2711252983074049,-0.00788985874406396,0.30061615328275926,0,-0.037970179515838295,0.30061615328275926,0.030080320771774333,0.23206747629754332,0.14136043567919232,0.051288340940255285,0.04403401504316988,0,1,0,0,0,0,0,0,0,0,0
0,0,-0.00788985874406396,0.30061615328275926,0.05935624112018416,0.14280895584144976,0.8810360290399768,0.045187988815278926,0.23206747629754332,0.08200419455900818,0.051288340940255285,0.04403401504316988,0,0,1,0,0,0,0,0,0,0,0
0.6255780498920555,0.22596712417256698,0,0,0.08943656189195849,0,0,0,0.5326836295803026,0.07411433581494421,0.30674632008817665,0.04403401504316988,0,0,0,1,0,0,0,0,0,0,0
0.6255780498920555,0.22596712417256698,0.08943656189195849,0.30061615328275926,0,0,0.25545797914792134,0,0.23206747629754332,-0.015322226077014278,0.051288340940255285,0.04403401504316988,0,0,0,0,1,0,0,0,0,0,0
0.6255780498920555,0.22596712417256698,-0.00788985874406396,0.045158174134837914,0.05935624112018416,-0.037970179515838295,0,0,0.48752545544546466,0.08200419455900818,0.30674632008817665,0.04403401504316988,0,0,0,0,0,1,0,0,0,0,0
0.6255780498920555,0.22596712417256698,0.3187656014872661,0.49607717514930616,0.2548172629867311,0.28868528071549177,0.25545797914792134,0,0.5587229365288734,0.2774652164255551,0.051288340940255285,0.04403401504316988,0,0,0,0,0,0,1,0,0,0,0
0.6255780498920555,0.04518798881527894,0.07411433581494421,0.5326836295803026,0,-0.06661056701726957,0.25545797914792134,0,0,0,0.051288340940255285,0.04403401504316988,0,0,0,0,0,0,0,1,0,0,0
0.6255780498920555,0.22596712417256698,-0.00788985874406396,0.30061615328275926,0.05935624112018416,0,0.25545797914792134,-0.037970179515838295,0.23206747629754332,0.08200419455900818,0,0,0,0,0,0,0,0,0,0,1,0,0
